35,275,174,392,0.89,Ball
420,228,530,342,0.46,Ball
33,277,173,397,0.88,Ball
418,228,531,343,0.60,Ball
42,281,181,399,0.87,Ball
417,228,531,345,0.68,Ball
50,280,191,402,0.88,Ball
417,230,531,346,0.66,Ball
49,281,189,405,0.87,Ball
415,230,527,347,0.71,Ball
51,281,193,404,0.87,Ball
415,230,527,346,0.60,Ball
59,280,198,401,0.85,Ball
415,230,526,348,0.68,Ball
55,281,196,406,0.84,Ball
415,230,525,348,0.67,Ball
55,282,197,407,0.84,Ball
412,231,526,348,0.59,Ball
53,282,194,408,0.85,Ball
408,233,524,350,0.60,Ball
54,281,194,403,0.86,Ball
409,234,528,351,0.51,Ball
53,281,193,407,0.85,Ball
405,236,533,353,0.53,Ball
48,281,191,404,0.86,Ball
405,235,525,356,0.53,Ball
47,281,186,404,0.87,Ball
406,235,525,355,0.53,Ball
47,282,189,407,0.85,Ball
406,234,527,352,0.30,Ball
47,281,188,405,0.86,Ball
47,282,189,406,0.84,Ball
48,282,189,407,0.84,Ball
46,283,189,408,0.85,Ball
410,238,533,361,0.41,Ball
46,285,191,413,0.83,Ball
416,238,534,357,0.39,Ball
47,285,191,413,0.83,Ball
421,234,528,350,0.63,Ball
48,287,194,412,0.83,Ball
7,369,174,480,0.56,Ball
5,295,152,480,0.31,phone
0,262,215,480,0.60,phone
0,298,174,480,0.76,phone
0,296,137,480,0.67,phone
0,293,113,476,0.63,phone
0,293,112,479,0.73,phone
0,293,111,476,0.56,phone
0,294,115,477,0.72,phone
0,296,115,477,0.78,phone
0,296,113,478,0.78,phone
0,295,114,476,0.60,phone
0,295,115,476,0.49,phone
0,296,119,480,0.49,phone
0,298,117,480,0.47,phone
0,297,110,474,0.49,phone
0,297,106,480,0.29,phone
0,297,107,480,0.45,phone
0,298,108,479,0.45,phone
0,298,107,479,0.43,phone
0,298,106,478,0.42,phone
0,297,107,478,0.28,phone
0,299,106,480,0.27,phone
0,299,105,479,0.36,phone
161,242,300,460,0.79,phone
461,188,637,358,0.27,Pen
406,121,569,454,0.74,phone
450,99,612,429,0.76,phone
456,86,620,445,0.71,phone
452,92,622,442,0.84,phone
453,88,620,434,0.72,phone
455,87,623,438,0.70,phone
457,79,621,449,0.54,phone
456,88,623,440,0.68,phone
455,101,620,436,0.83,phone
444,127,610,448,0.70,phone
427,217,588,477,0.64,phone
465,330,616,480,0.32,phone
460,388,614,480,0.66,phone
453,341,600,480,0.64,phone
431,226,564,474,0.42,phone
402,185,549,447,0.68,phone
390,172,526,412,0.86,phone
383,153,513,380,0.89,phone
371,141,501,361,0.89,phone
365,124,489,323,0.90,phone
360,109,473,290,0.89,phone
357,90,467,257,0.91,phone
348,77,461,230,0.91,phone
348,64,456,204,0.91,phone
348,50,451,188,0.88,phone
340,46,442,176,0.82,phone
337,48,439,162,0.83,phone
330,48,445,166,0.81,phone
332,44,437,165,0.81,phone
324,42,440,163,0.71,phone
322,42,431,160,0.79,phone
319,43,433,159,0.78,phone
317,42,419,157,0.75,phone
315,42,421,156,0.69,phone
315,44,418,161,0.65,phone
315,47,420,170,0.65,phone
320,47,423,191,0.89,phone
325,55,426,212,0.92,phone
327,68,441,263,0.54,phone
338,87,445,280,0.86,phone
352,102,468,311,0.53,phone
367,128,480,362,0.63,phone
375,141,499,386,0.90,phone
381,143,508,390,0.91,phone
386,132,515,390,0.88,phone
394,93,540,404,0.78,phone
389,63,557,442,0.81,phone
366,45,573,461,0.30,phone
482,234,639,299,0.33,Pen
506,145,640,250,0.25,Pen
534,254,640,348,0.48,Pen
533,162,640,250,0.54,Pen
575,180,639,284,0.29,Pen
576,287,638,377,0.36,Pen
421,18,637,471,0.30,phone
616,420,640,477,0.46,Ball
542,375,640,452,0.61,Pen
554,289,640,362,0.62,Pen
493,349,640,414,0.52,Pen
501,273,640,352,0.57,Pen
460,219,640,397,0.33,Pen
452,311,637,408,0.35,Pen
340,122,508,480,0.54,phone
321,128,492,473,0.52,phone
326,164,468,460,0.86,phone
320,176,453,459,0.89,phone
322,195,452,446,0.81,phone
329,215,445,442,0.90,phone
328,222,438,444,0.92,phone
332,239,429,437,0.91,phone
332,251,420,441,0.90,phone
332,268,418,444,0.91,phone
332,278,416,446,0.91,phone
332,288,418,450,0.90,phone
335,302,419,455,0.90,phone
338,311,416,462,0.87,phone
343,322,419,467,0.86,phone
348,331,420,470,0.87,phone
352,341,430,478,0.87,phone
354,345,425,479,0.86,phone
355,349,424,480,0.87,phone
354,345,426,477,0.86,phone
353,343,427,476,0.85,phone
352,342,426,476,0.85,phone
351,342,427,475,0.85,phone
349,337,426,467,0.87,phone
346,326,426,464,0.84,phone
346,323,426,463,0.86,phone
344,317,416,463,0.84,phone
345,311,425,455,0.77,phone
347,301,426,445,0.87,phone
350,290,425,440,0.86,phone
351,281,427,437,0.87,phone
353,271,431,428,0.83,phone
355,263,437,429,0.86,phone
360,257,443,423,0.77,phone
365,243,450,419,0.87,phone
369,240,458,418,0.85,phone
380,229,470,418,0.88,phone
383,222,478,424,0.84,phone
386,221,489,432,0.91,phone
395,215,498,429,0.87,phone
394,201,502,430,0.87,phone
392,197,500,432,0.84,phone
391,184,507,447,0.76,phone
393,173,521,448,0.75,phone
394,160,531,456,0.43,phone
388,152,528,461,0.48,phone
379,140,530,466,0.29,phone
382,135,530,459,0.59,phone
381,115,545,460,0.39,phone
387,108,548,471,0.78,phone
380,91,563,480,0.38,phone
462,240,638,446,0.45,Pen
466,239,638,437,0.48,Pen
467,238,638,424,0.58,Pen
466,226,638,442,0.53,Pen
365,51,573,479,0.28,phone
470,229,637,444,0.53,Pen
469,228,637,436,0.55,Pen
467,231,638,437,0.61,Pen
370,55,574,480,0.37,phone
470,232,636,438,0.60,Pen
369,61,577,478,0.34,phone
471,233,637,435,0.66,Pen
370,58,578,475,0.25,phone
470,227,638,435,0.54,Pen
374,56,602,480,0.29,phone
479,227,640,376,0.29,Pen
379,54,577,480,0.29,phone
481,228,640,384,0.48,Pen
467,289,639,467,0.57,Pen
501,241,634,384,0.35,Pen
474,280,639,471,0.54,Pen
488,267,640,469,0.48,Pen
507,244,635,383,0.31,Pen
488,277,640,468,0.46,Pen
397,76,601,480,0.31,phone
488,237,637,445,0.55,Pen
478,239,637,437,0.63,Pen
396,81,583,480,0.40,phone
478,239,638,431,0.52,Pen
401,88,600,480,0.40,phone
482,248,638,432,0.50,Pen
