Object: Ball, Confidence: 0.57, Bounding Box: (279, 173) - (458, 353)
Object: Ball, Confidence: 0.52, Bounding Box: (273, 173) - (459, 353)
Object: Ball, Confidence: 0.53, Bounding Box: (271, 173) - (452, 353)
Object: Ball, Confidence: 0.52, Bounding Box: (257, 174) - (451, 353)
Object: Ball, Confidence: 0.56, Bounding Box: (243, 174) - (463, 353)
Object: Ball, Confidence: 0.50, Bounding Box: (238, 176) - (461, 353)
Object: Ball, Confidence: 0.49, Bounding Box: (203, 180) - (473, 353)
Object: Ball, Confidence: 0.35, Bounding Box: (204, 182) - (465, 352)
Object: Ball, Confidence: 0.26, Bounding Box: (201, 179) - (477, 353)
Object: Ball, Confidence: 0.26, Bounding Box: (201, 180) - (471, 353)
Object: Ball, Confidence: 0.39, Bounding Box: (214, 172) - (459, 353)
Object: Ball, Confidence: 0.48, Bounding Box: (247, 156) - (454, 351)
Object: Ball, Confidence: 0.57, Bounding Box: (250, 151) - (454, 348)
Object: Ball, Confidence: 0.60, Bounding Box: (253, 152) - (450, 344)
Object: Ball, Confidence: 0.57, Bounding Box: (247, 151) - (457, 349)
Object: Ball, Confidence: 0.53, Bounding Box: (248, 152) - (456, 350)
Object: Ball, Confidence: 0.53, Bounding Box: (245, 153) - (461, 349)
Object: Ball, Confidence: 0.55, Bounding Box: (250, 151) - (456, 349)
Object: Ball, Confidence: 0.57, Bounding Box: (260, 152) - (445, 346)
Object: Ball, Confidence: 0.54, Bounding Box: (256, 152) - (450, 350)
Object: Ball, Confidence: 0.53, Bounding Box: (258, 151) - (449, 352)
Object: Ball, Confidence: 0.48, Bounding Box: (250, 153) - (458, 350)
Object: Ball, Confidence: 0.47, Bounding Box: (256, 153) - (454, 348)
Object: Ball, Confidence: 0.46, Bounding Box: (259, 152) - (451, 350)
Object: Ball, Confidence: 0.49, Bounding Box: (255, 154) - (455, 348)
Object: Ball, Confidence: 0.45, Bounding Box: (261, 154) - (451, 346)
Object: Ball, Confidence: 0.45, Bounding Box: (261, 154) - (451, 343)
Object: Ball, Confidence: 0.47, Bounding Box: (268, 155) - (445, 339)
Object: Ball, Confidence: 0.44, Bounding Box: (260, 152) - (464, 344)
Object: Ball, Confidence: 0.46, Bounding Box: (266, 152) - (459, 346)
Object: Ball, Confidence: 0.43, Bounding Box: (265, 152) - (460, 344)
Object: Ball, Confidence: 0.46, Bounding Box: (266, 152) - (459, 344)
Object: Ball, Confidence: 0.45, Bounding Box: (265, 152) - (462, 346)
Object: Ball, Confidence: 0.46, Bounding Box: (265, 152) - (463, 345)
Object: Ball, Confidence: 0.48, Bounding Box: (269, 151) - (462, 345)
Object: Ball, Confidence: 0.46, Bounding Box: (271, 150) - (461, 346)
Object: Ball, Confidence: 0.50, Bounding Box: (273, 150) - (458, 344)
Object: Ball, Confidence: 0.48, Bounding Box: (274, 150) - (459, 344)
